Type,Air temperature C,Process temperature C,Rotational speed rpm,Torque Nm,Tool wear min,Target,Failure Type,dateTime,Temperature difference C
M,24.75,35.650000000000034,1477,37.2,160,0,No Failure,2022-01-22 14:29:10,10.900000000000034
L,24.75,35.650000000000034,1425,49.1,163,0,No Failure,2022-01-22 14:29:15,10.900000000000034
M,24.850000000000023,35.75,1414,46.2,165,0,No Failure,2022-01-22 14:29:20,10.899999999999977
L,24.850000000000023,35.650000000000034,1414,47.5,168,0,No Failure,2022-01-22 14:29:25,10.800000000000011
L,24.850000000000023,35.75,1595,31.7,170,0,No Failure,2022-01-22 14:29:30,10.899999999999977
H,24.75,35.650000000000034,1345,54.5,172,0,No Failure,2022-01-22 14:29:35,10.900000000000034
L,24.75,35.55000000000001,1653,35.9,177,0,No Failure,2022-01-22 14:29:40,10.800000000000011
L,24.650000000000034,35.450000000000045,1547,36.5,179,0,No Failure,2022-01-22 14:29:45,10.800000000000011
H,24.75,35.55000000000001,1656,30.8,181,0,No Failure,2022-01-22 14:29:50,10.800000000000011
L,24.850000000000023,35.55000000000001,1731,28.5,186,0,No Failure,2022-01-22 14:29:55,10.699999999999989
L,24.850000000000023,35.650000000000034,1774,28.0,188,0,No Failure,2022-01-22 14:30:00,10.800000000000011
L,24.850000000000023,35.650000000000034,1521,40.2,190,0,No Failure,2022-01-22 14:30:05,10.800000000000011
H,24.950000000000045,35.75,1420,39.8,192,0,No Failure,2022-01-22 14:30:10,10.799999999999955
L,24.850000000000023,35.650000000000034,1683,32.3,197,0,No Failure,2022-01-22 14:30:15,10.800000000000011
M,24.850000000000023,35.55000000000001,1498,47.1,199,0,No Failure,2022-01-22 14:30:20,10.699999999999989
L,24.850000000000023,35.650000000000034,1385,56.4,202,1,Overstrain Failure,2022-01-22 14:30:25,10.800000000000011
L,24.850000000000023,35.75,1455,49.0,204,0,No Failure,2022-01-22 14:30:30,10.899999999999977
H,24.75,35.650000000000034,1549,35.8,206,1,Tool Wear Failure,2022-01-22 14:30:35,10.900000000000034
M,24.75,35.650000000000034,1392,43.9,0,0,No Failure,2022-01-22 14:30:40,10.900000000000034
M,24.75,35.55000000000001,2008,17.5,3,0,No Failure,2022-01-22 14:30:45,10.800000000000011
L,24.75,35.55000000000001,1464,41.4,6,0,No Failure,2022-01-22 14:30:50,10.800000000000011
L,24.850000000000023,35.55000000000001,1447,46.4,8,0,No Failure,2022-01-22 14:30:55,10.699999999999989
M,24.75,35.450000000000045,1685,32.0,10,0,No Failure,2022-01-22 14:31:00,10.700000000000045
M,24.650000000000034,35.35000000000002,1443,39.2,13,0,No Failure,2022-01-22 14:31:05,10.699999999999989
L,24.75,35.35000000000002,1354,44.4,16,0,No Failure,2022-01-22 14:31:10,10.600000000000023
L,24.75,35.35000000000002,2721,9.3,18,1,Power Failure,2022-01-22 14:31:15,10.600000000000023
L,24.850000000000023,35.450000000000045,1680,35.8,20,0,No Failure,2022-01-22 14:31:20,10.600000000000023
H,24.75,35.35000000000002,1397,48.3,22,0,No Failure,2022-01-22 14:31:25,10.600000000000023
M,24.75,35.25,1521,37.9,27,0,No Failure,2022-01-22 14:31:30,10.5
M,24.650000000000034,35.25,1472,43.9,30,0,No Failure,2022-01-22 14:31:35,10.599999999999966
H,24.650000000000034,35.35000000000002,1695,30.0,33,0,No Failure,2022-01-22 14:31:40,10.699999999999989
H,24.55000000000001,35.35000000000002,1607,33.6,38,0,No Failure,2022-01-22 14:31:45,10.800000000000011
L,24.650000000000034,35.35000000000002,1347,54.8,43,0,No Failure,2022-01-22 14:31:50,10.699999999999989
M,24.55000000000001,35.25,1540,38.7,45,0,No Failure,2022-01-22 14:31:55,10.699999999999989
L,24.450000000000045,35.25,1389,42.7,48,0,No Failure,2022-01-22 14:32:00,10.799999999999955
M,24.450000000000045,35.35000000000002,1734,27.0,50,0,No Failure,2022-01-22 14:32:05,10.899999999999977
L,24.55000000000001,35.450000000000045,1540,38.6,53,0,No Failure,2022-01-22 14:32:10,10.900000000000034
M,24.55000000000001,35.35000000000002,1515,42.1,55,0,No Failure,2022-01-22 14:32:15,10.800000000000011
L,24.450000000000045,35.25,1504,45.8,58,0,No Failure,2022-01-22 14:32:20,10.799999999999955
L,24.450000000000045,35.35000000000002,1557,35.1,60,0,No Failure,2022-01-22 14:32:25,10.899999999999977
L,24.350000000000023,35.25,1292,52.5,62,0,No Failure,2022-01-22 14:32:30,10.899999999999977
H,24.350000000000023,35.25,1432,49.2,64,0,No Failure,2022-01-22 14:32:35,10.899999999999977
M,24.350000000000023,35.25,1350,55.6,69,0,No Failure,2022-01-22 14:32:40,10.899999999999977
M,24.450000000000045,35.25,1790,25.8,72,0,No Failure,2022-01-22 14:32:45,10.799999999999955
H,24.25,35.150000000000034,1540,37.4,75,0,No Failure,2022-01-22 14:32:50,10.900000000000034
M,24.25,35.150000000000034,2077,19.1,80,0,No Failure,2022-01-22 14:32:55,10.900000000000034
L,24.25,35.150000000000034,1487,37.5,83,0,No Failure,2022-01-22 14:33:00,10.900000000000034
L,24.350000000000023,35.25,1523,40.7,85,0,No Failure,2022-01-22 14:33:05,10.899999999999977
L,24.350000000000023,35.35000000000002,1443,41.8,87,0,No Failure,2022-01-22 14:33:10,11.0
L,24.350000000000023,35.35000000000002,1340,59.1,89,0,No Failure,2022-01-22 14:33:15,11.0
H,24.450000000000045,35.55000000000001,1654,31.0,91,0,No Failure,2022-01-22 14:33:20,11.099999999999966
L,24.450000000000045,35.450000000000045,1459,40.2,96,0,No Failure,2022-01-22 14:33:25,11.0
L,24.350000000000023,35.450000000000045,1541,38.5,98,0,No Failure,2022-01-22 14:33:30,11.100000000000023
H,24.450000000000045,35.55000000000001,1386,62.3,100,1,Power Failure,2022-01-22 14:33:35,11.099999999999966
M,24.55000000000001,35.650000000000034,1258,69.0,105,1,Power Failure,2022-01-22 14:33:40,11.100000000000023
M,24.55000000000001,35.650000000000034,1375,51.4,108,0,No Failure,2022-01-22 14:33:45,11.100000000000023
L,24.650000000000034,35.75,1706,30.8,111,0,No Failure,2022-01-22 14:33:50,11.099999999999966
M,24.55000000000001,35.650000000000034,1672,32.4,113,0,No Failure,2022-01-22 14:33:55,11.100000000000023
M,24.650000000000034,35.75,1843,25.2,116,0,No Failure,2022-01-22 14:34:00,11.099999999999966
L,24.55000000000001,35.75,1690,29.6,119,0,No Failure,2022-01-22 14:34:05,11.199999999999989
L,24.650000000000034,35.75,1413,46.5,121,0,No Failure,2022-01-22 14:34:10,11.099999999999966
L,24.650000000000034,35.75,1489,33.4,123,0,No Failure,2022-01-22 14:34:15,11.099999999999966
L,24.650000000000034,35.75,1271,61.4,125,0,No Failure,2022-01-22 14:34:20,11.099999999999966
M,24.650000000000034,35.75,1418,47.9,127,0,No Failure,2022-01-22 14:34:25,11.099999999999966
M,24.75,35.650000000000034,1426,50.7,130,0,No Failure,2022-01-22 14:34:30,10.900000000000034
L,24.75,35.75,1535,39.2,133,0,No Failure,2022-01-22 14:34:35,11.0
L,24.75,35.650000000000034,1557,38.1,135,0,No Failure,2022-01-22 14:34:40,10.900000000000034
L,24.75,35.650000000000034,1653,29.7,137,0,No Failure,2022-01-22 14:34:45,10.900000000000034
L,24.75,35.75,1435,41.6,139,0,No Failure,2022-01-22 14:34:50,11.0
M,24.850000000000023,35.75,1569,33.3,141,0,No Failure,2022-01-22 14:34:55,10.899999999999977
M,24.75,35.75,1385,44.8,144,0,No Failure,2022-01-22 14:35:00,11.0
L,24.850000000000023,35.75,1635,31.6,147,0,No Failure,2022-01-22 14:35:05,10.899999999999977
L,24.75,35.75,1423,43.9,149,0,No Failure,2022-01-22 14:35:10,11.0
L,24.850000000000023,35.75,1479,39.2,151,0,No Failure,2022-01-22 14:35:15,10.899999999999977
L,24.850000000000023,35.75,1296,69.1,153,1,Power Failure,2022-01-22 14:35:20,10.899999999999977
L,24.850000000000023,35.650000000000034,1553,33.3,155,0,No Failure,2022-01-22 14:35:25,10.800000000000011
L,24.850000000000023,35.75,1529,42.2,157,0,No Failure,2022-01-22 14:35:30,10.899999999999977
M,24.950000000000045,35.85000000000002,1690,25.6,159,0,No Failure,2022-01-22 14:35:35,10.899999999999977
L,24.950000000000045,35.85000000000002,1348,58.0,162,0,No Failure,2022-01-22 14:35:40,10.899999999999977
L,25.05000000000001,35.950000000000045,1446,38.5,164,0,No Failure,2022-01-22 14:35:45,10.900000000000034
L,24.950000000000045,35.75,1456,50.0,166,0,No Failure,2022-01-22 14:35:50,10.799999999999955
L,24.850000000000023,35.75,1350,47.7,168,0,No Failure,2022-01-22 14:35:55,10.899999999999977
L,24.950000000000045,35.75,1507,38.3,170,0,No Failure,2022-01-22 14:36:00,10.799999999999955
H,24.850000000000023,35.75,1448,45.6,172,0,No Failure,2022-01-22 14:36:05,10.899999999999977
L,24.75,35.75,1626,29.9,177,0,No Failure,2022-01-22 14:36:10,11.0
H,24.850000000000023,35.75,1846,27.3,179,0,No Failure,2022-01-22 14:36:15,10.899999999999977
H,24.850000000000023,35.650000000000034,1404,40.7,184,0,No Failure,2022-01-22 14:36:20,10.800000000000011
L,24.850000000000023,35.650000000000034,1583,37.2,189,0,No Failure,2022-01-22 14:36:25,10.800000000000011
L,24.850000000000023,35.75,1436,47.7,191,0,No Failure,2022-01-22 14:36:30,10.899999999999977
L,24.850000000000023,35.650000000000034,1609,35.6,193,0,No Failure,2022-01-22 14:36:35,10.800000000000011
H,24.850000000000023,35.55000000000001,1834,23.8,195,0,No Failure,2022-01-22 14:36:40,10.699999999999989
L,24.850000000000023,35.650000000000034,1316,61.2,200,1,Overstrain Failure,2022-01-22 14:36:45,10.800000000000011
L,24.75,35.650000000000034,1400,57.1,202,1,Overstrain Failure,2022-01-22 14:36:50,10.900000000000034
L,24.75,35.75,1367,47.1,204,0,No Failure,2022-01-22 14:36:55,11.0
L,24.950000000000045,35.950000000000045,1754,30.3,206,0,No Failure,2022-01-22 14:37:00,11.0
L,24.950000000000045,35.950000000000045,1487,34.6,208,0,No Failure,2022-01-22 14:37:05,11.0
M,24.950000000000045,35.950000000000045,1506,37.7,210,0,No Failure,2022-01-22 14:37:10,11.0
L,24.850000000000023,35.950000000000045,1362,52.5,213,1,Overstrain Failure,2022-01-22 14:37:15,11.100000000000023
L,24.950000000000045,35.950000000000045,1584,36.8,215,0,No Failure,2022-01-22 14:37:20,11.0
L,24.850000000000023,35.950000000000045,1355,43.7,217,0,No Failure,2022-01-22 14:37:25,11.100000000000023
M,24.950000000000045,35.950000000000045,1823,24.3,219,0,No Failure,2022-01-22 14:37:30,11.0
H,24.850000000000023,35.950000000000045,1517,41.4,222,0,No Failure,2022-01-22 14:37:35,11.100000000000023
L,24.950000000000045,35.950000000000045,1446,36.6,227,0,No Failure,2022-01-22 14:37:40,11.0
H,24.950000000000045,35.85000000000002,1559,38.8,229,0,No Failure,2022-01-22 14:37:45,10.899999999999977
M,24.950000000000045,35.950000000000045,1352,44.4,0,0,No Failure,2022-01-22 14:37:50,11.0
M,25.05000000000001,36.150000000000034,1578,37.8,3,0,No Failure,2022-01-22 14:37:55,11.100000000000023
M,25.05000000000001,36.150000000000034,1429,42.0,6,0,No Failure,2022-01-22 14:38:00,11.100000000000023
M,25.05000000000001,36.150000000000034,1604,39.4,9,0,No Failure,2022-01-22 14:38:05,11.100000000000023
L,25.150000000000034,36.35000000000002,1398,60.4,12,0,No Failure,2022-01-22 14:38:10,11.199999999999989
L,25.150000000000034,36.25,1441,43.4,14,0,No Failure,2022-01-22 14:38:15,11.099999999999966
H,25.150000000000034,36.25,1531,35.6,16,0,No Failure,2022-01-22 14:38:20,11.099999999999966
L,25.05000000000001,36.150000000000034,1379,52.1,21,0,No Failure,2022-01-22 14:38:25,11.100000000000023
L,25.150000000000034,36.150000000000034,1410,48.1,23,0,No Failure,2022-01-22 14:38:30,11.0
L,25.150000000000034,36.25,1513,40.5,25,0,No Failure,2022-01-22 14:38:35,11.099999999999966
L,25.150000000000034,36.35000000000002,1497,47.5,27,0,No Failure,2022-01-22 14:38:40,11.199999999999989
L,25.150000000000034,36.25,1491,46.5,29,0,No Failure,2022-01-22 14:38:45,11.099999999999966
L,25.150000000000034,36.25,1417,47.8,31,0,No Failure,2022-01-22 14:38:50,11.099999999999966
M,25.25,36.450000000000045,1522,38.0,33,0,No Failure,2022-01-22 14:38:55,11.200000000000045
L,25.150000000000034,36.25,1339,52.1,36,0,No Failure,2022-01-22 14:39:00,11.099999999999966
M,25.05000000000001,36.150000000000034,1794,27.5,38,0,No Failure,2022-01-22 14:39:05,11.100000000000023
L,25.05000000000001,36.25,1460,42.1,41,0,No Failure,2022-01-22 14:39:10,11.199999999999989
M,25.05000000000001,36.150000000000034,1776,28.0,43,0,No Failure,2022-01-22 14:39:15,11.100000000000023
M,25.05000000000001,36.150000000000034,1431,43.7,46,0,No Failure,2022-01-22 14:39:20,11.100000000000023
L,24.950000000000045,36.05000000000001,1347,50.8,49,0,No Failure,2022-01-22 14:39:25,11.099999999999966
M,24.850000000000023,35.950000000000045,1507,43.1,51,0,No Failure,2022-01-22 14:39:30,11.100000000000023
M,24.850000000000023,35.85000000000002,1408,47.9,54,0,No Failure,2022-01-22 14:39:35,11.0
M,24.850000000000023,35.75,1493,34.7,57,0,No Failure,2022-01-22 14:39:40,10.899999999999977
M,24.75,35.75,1441,47.6,60,0,No Failure,2022-01-22 14:39:45,11.0
H,24.75,35.75,1557,36.5,63,0,No Failure,2022-01-22 14:39:50,11.0
M,24.75,35.75,1979,20.4,68,0,No Failure,2022-01-22 14:39:55,11.0
M,24.75,35.85000000000002,1430,55.9,71,0,No Failure,2022-01-22 14:40:00,11.100000000000023
L,24.75,35.85000000000002,1658,41.0,74,0,No Failure,2022-01-22 14:40:05,11.100000000000023
M,24.850000000000023,35.950000000000045,1355,51.4,76,0,No Failure,2022-01-22 14:40:10,11.100000000000023
H,24.850000000000023,35.950000000000045,1410,47.6,79,0,No Failure,2022-01-22 14:40:15,11.100000000000023
L,24.75,35.85000000000002,1521,34.5,84,0,No Failure,2022-01-22 14:40:20,11.100000000000023
L,24.650000000000034,35.85000000000002,1371,54.5,86,0,No Failure,2022-01-22 14:40:25,11.199999999999989
H,24.75,35.85000000000002,1318,53.5,88,0,No Failure,2022-01-22 14:40:30,11.100000000000023
M,24.850000000000023,35.950000000000045,1573,34.9,93,0,No Failure,2022-01-22 14:40:35,11.100000000000023
L,24.850000000000023,35.950000000000045,1489,44.1,96,0,No Failure,2022-01-22 14:40:40,11.100000000000023
H,24.850000000000023,35.950000000000045,2540,13.3,98,0,No Failure,2022-01-22 14:40:45,11.100000000000023
L,24.850000000000023,35.950000000000045,1537,39.0,103,0,No Failure,2022-01-22 14:40:50,11.100000000000023
H,24.75,35.85000000000002,1416,46.9,105,0,No Failure,2022-01-22 14:40:55,11.100000000000023
L,24.75,35.75,1359,56.5,110,0,No Failure,2022-01-22 14:41:00,11.0
M,24.650000000000034,35.650000000000034,1551,38.9,112,0,No Failure,2022-01-22 14:41:05,11.0
M,24.650000000000034,35.650000000000034,1694,33.0,115,0,No Failure,2022-01-22 14:41:10,11.0
L,24.650000000000034,35.75,1709,28.4,118,0,No Failure,2022-01-22 14:41:15,11.099999999999966
L,24.75,35.85000000000002,1514,41.0,120,0,No Failure,2022-01-22 14:41:20,11.100000000000023
L,24.850000000000023,35.950000000000045,1455,43.5,122,0,No Failure,2022-01-22 14:41:25,11.100000000000023
M,24.850000000000023,36.05000000000001,1702,30.7,124,0,No Failure,2022-01-22 14:41:30,11.199999999999989
M,24.75,35.950000000000045,1357,41.8,127,0,No Failure,2022-01-22 14:41:35,11.200000000000045
L,24.850000000000023,36.05000000000001,1577,29.4,130,0,No Failure,2022-01-22 14:41:40,11.199999999999989
M,24.850000000000023,36.150000000000034,1399,46.4,132,0,Random Failures,2022-01-22 14:41:45,11.300000000000011
L,24.850000000000023,36.150000000000034,1399,59.0,135,0,No Failure,2022-01-22 14:41:50,11.300000000000011
L,24.850000000000023,36.150000000000034,1492,48.1,137,0,No Failure,2022-01-22 14:41:55,11.300000000000011
L,24.950000000000045,36.150000000000034,1763,25.7,139,0,No Failure,2022-01-22 14:42:00,11.199999999999989
H,24.950000000000045,36.150000000000034,1492,41.5,141,0,No Failure,2022-01-22 14:42:05,11.199999999999989
L,24.950000000000045,36.25,1488,42.5,146,0,No Failure,2022-01-22 14:42:10,11.299999999999955
L,24.950000000000045,36.25,1422,42.1,148,0,No Failure,2022-01-22 14:42:15,11.299999999999955
M,24.950000000000045,36.25,1583,38.2,150,0,No Failure,2022-01-22 14:42:20,11.299999999999955
L,24.950000000000045,36.25,1304,53.5,153,0,No Failure,2022-01-22 14:42:25,11.299999999999955
M,24.950000000000045,36.25,1880,23.5,155,0,No Failure,2022-01-22 14:42:30,11.299999999999955
M,25.05000000000001,36.35000000000002,1604,40.7,158,0,No Failure,2022-01-22 14:42:35,11.300000000000011
L,25.05000000000001,36.450000000000045,1500,37.1,161,0,No Failure,2022-01-22 14:42:40,11.400000000000034
M,25.05000000000001,36.35000000000002,1364,55.6,163,0,No Failure,2022-01-22 14:42:45,11.300000000000011
H,25.05000000000001,36.35000000000002,2440,14.0,166,0,No Failure,2022-01-22 14:42:50,11.300000000000011
H,24.950000000000045,36.25,1654,31.4,171,0,No Failure,2022-01-22 14:42:55,11.299999999999955
H,24.950000000000045,36.25,1359,46.6,176,0,No Failure,2022-01-22 14:43:00,11.299999999999955
M,24.950000000000045,36.25,1502,37.3,181,0,No Failure,2022-01-22 14:43:05,11.299999999999955
M,24.950000000000045,36.25,1615,32.6,184,0,No Failure,2022-01-22 14:43:10,11.299999999999955
H,25.05000000000001,36.35000000000002,1482,39.3,187,0,No Failure,2022-01-22 14:43:15,11.300000000000011
L,25.05000000000001,36.450000000000045,1636,31.3,192,0,No Failure,2022-01-22 14:43:20,11.400000000000034
M,24.950000000000045,36.35000000000002,1621,32.4,194,0,No Failure,2022-01-22 14:43:25,11.399999999999977
L,24.950000000000045,36.25,1468,44.4,197,0,No Failure,2022-01-22 14:43:30,11.299999999999955
M,24.950000000000045,36.25,1432,53.4,199,0,No Failure,2022-01-22 14:43:35,11.299999999999955
L,24.950000000000045,36.25,1726,28.4,202,0,No Failure,2022-01-22 14:43:40,11.299999999999955
M,24.950000000000045,36.25,1588,33.4,204,0,No Failure,2022-01-22 14:43:45,11.299999999999955
H,25.05000000000001,36.35000000000002,1653,33.3,207,0,No Failure,2022-01-22 14:43:50,11.300000000000011
L,25.05000000000001,36.35000000000002,1513,42.9,212,0,No Failure,2022-01-22 14:43:55,11.300000000000011
L,25.05000000000001,36.450000000000045,1489,40.2,214,0,No Failure,2022-01-22 14:44:00,11.400000000000034
L,25.150000000000034,36.55000000000001,1467,36.8,216,0,No Failure,2022-01-22 14:44:05,11.399999999999977
L,25.150000000000034,36.55000000000001,1549,36.1,218,0,No Failure,2022-01-22 14:44:10,11.399999999999977
M,25.25,36.650000000000034,1359,48.7,220,0,No Failure,2022-01-22 14:44:15,11.400000000000034
L,25.350000000000023,36.650000000000034,1533,41.5,223,0,No Failure,2022-01-22 14:44:20,11.300000000000011
L,25.350000000000023,36.650000000000034,1309,57.3,0,0,No Failure,2022-01-22 14:44:25,11.300000000000011
H,25.350000000000023,36.650000000000034,1430,49.4,2,0,No Failure,2022-01-22 14:44:30,11.300000000000011
H,25.350000000000023,36.75,1419,50.7,7,0,No Failure,2022-01-22 14:44:35,11.399999999999977
M,25.350000000000023,36.75,1535,37.7,12,0,No Failure,2022-01-22 14:44:40,11.399999999999977
L,25.350000000000023,36.75,1466,43.0,15,0,No Failure,2022-01-22 14:44:45,11.399999999999977
L,25.350000000000023,36.75,1427,50.4,17,0,No Failure,2022-01-22 14:44:50,11.399999999999977
M,25.350000000000023,36.75,1280,48.5,19,0,No Failure,2022-01-22 14:44:55,11.399999999999977
L,25.450000000000045,36.85000000000002,1528,33.8,22,0,No Failure,2022-01-22 14:45:00,11.399999999999977
H,25.450000000000045,36.85000000000002,1885,25.2,24,0,No Failure,2022-01-22 14:45:05,11.399999999999977
H,25.650000000000034,37.05000000000001,1648,33.0,29,0,No Failure,2022-01-22 14:45:10,11.399999999999977
L,25.650000000000034,37.05000000000001,1400,56.9,34,0,No Failure,2022-01-22 14:45:15,11.399999999999977
M,25.650000000000034,37.150000000000034,2243,15.7,36,0,No Failure,2022-01-22 14:45:20,11.5
L,25.75,37.25,1558,35.7,39,0,No Failure,2022-01-22 14:45:25,11.5
L,25.850000000000023,37.450000000000045,1633,34.8,41,0,No Failure,2022-01-22 14:45:30,11.600000000000023
M,25.950000000000045,37.450000000000045,1549,38.7,43,0,No Failure,2022-01-22 14:45:35,11.5
L,25.850000000000023,37.35000000000002,1496,45.8,46,0,No Failure,2022-01-22 14:45:40,11.5
L,25.950000000000045,37.35000000000002,1467,41.8,48,0,No Failure,2022-01-22 14:45:45,11.399999999999977
M,25.850000000000023,37.25,1276,65.9,50,0,No Failure,2022-01-22 14:45:50,11.399999999999977
H,25.850000000000023,37.25,1490,40.5,53,0,No Failure,2022-01-22 14:45:55,11.399999999999977
H,25.850000000000023,37.25,1562,38.1,58,0,No Failure,2022-01-22 14:46:00,11.399999999999977
L,25.950000000000045,37.25,1397,48.2,63,0,No Failure,2022-01-22 14:46:05,11.299999999999955
H,25.950000000000045,37.35000000000002,1530,40.2,65,0,No Failure,2022-01-22 14:46:10,11.399999999999977
M,25.950000000000045,37.25,1362,47.6,70,0,No Failure,2022-01-22 14:46:15,11.299999999999955
M,26.05000000000001,37.25,1693,34.4,73,0,No Failure,2022-01-22 14:46:20,11.199999999999989
M,26.05000000000001,37.25,1408,46.5,76,0,No Failure,2022-01-22 14:46:25,11.199999999999989
L,26.05000000000001,37.25,1398,52.9,79,0,No Failure,2022-01-22 14:46:30,11.199999999999989
M,26.150000000000034,37.450000000000045,1531,40.1,81,0,No Failure,2022-01-22 14:46:35,11.300000000000011
H,26.150000000000034,37.35000000000002,1521,37.1,84,0,No Failure,2022-01-22 14:46:40,11.199999999999989
H,26.150000000000034,37.35000000000002,1427,54.3,89,0,No Failure,2022-01-22 14:46:45,11.199999999999989
L,26.150000000000034,37.25,1546,36.1,94,0,No Failure,2022-01-22 14:46:50,11.099999999999966
L,26.150000000000034,37.25,1356,45.4,96,0,No Failure,2022-01-22 14:46:55,11.099999999999966
L,26.25,37.35000000000002,2153,15.3,98,1,Power Failure,2022-01-22 14:47:00,11.100000000000023
M,26.350000000000023,37.450000000000045,1492,41.7,100,0,No Failure,2022-01-22 14:47:05,11.100000000000023
L,26.350000000000023,37.450000000000045,1582,40.3,103,0,No Failure,2022-01-22 14:47:10,11.100000000000023
L,26.350000000000023,37.450000000000045,1419,41.5,105,0,No Failure,2022-01-22 14:47:15,11.100000000000023
M,26.350000000000023,37.450000000000045,1441,48.2,107,0,No Failure,2022-01-22 14:47:20,11.100000000000023
M,26.450000000000045,37.55000000000001,1635,32.2,110,0,No Failure,2022-01-22 14:47:25,11.099999999999966
L,26.450000000000045,37.55000000000001,1429,45.8,113,0,No Failure,2022-01-22 14:47:30,11.099999999999966
M,26.450000000000045,37.55000000000001,1675,28.4,115,0,No Failure,2022-01-22 14:47:35,11.099999999999966
M,26.55000000000001,37.55000000000001,1868,23.8,118,0,No Failure,2022-01-22 14:47:40,11.0
H,26.55000000000001,37.650000000000034,1582,33.4,121,0,No Failure,2022-01-22 14:47:45,11.100000000000023
L,26.650000000000034,37.75,1486,40.3,126,0,No Failure,2022-01-22 14:47:50,11.099999999999966
L,26.55000000000001,37.650000000000034,1402,54.3,128,0,No Failure,2022-01-22 14:47:55,11.100000000000023
L,26.55000000000001,37.75,1621,34.1,130,0,No Failure,2022-01-22 14:48:00,11.199999999999989
L,26.650000000000034,37.75,1428,42.4,132,0,No Failure,2022-01-22 14:48:05,11.099999999999966
M,26.55000000000001,37.650000000000034,1343,53.6,134,0,No Failure,2022-01-22 14:48:10,11.100000000000023
M,26.55000000000001,37.75,1458,40.2,137,0,No Failure,2022-01-22 14:48:15,11.199999999999989
L,26.55000000000001,37.650000000000034,1322,57.0,140,0,No Failure,2022-01-22 14:48:20,11.100000000000023
L,26.55000000000001,37.75,1483,32.8,142,0,No Failure,2022-01-22 14:48:25,11.199999999999989
L,26.450000000000045,37.650000000000034,1505,45.7,144,0,Random Failures,2022-01-22 14:48:30,11.199999999999989
L,26.55000000000001,37.75,1593,42.5,146,0,No Failure,2022-01-22 14:48:35,11.199999999999989
L,26.650000000000034,37.85000000000002,2098,19.6,148,0,No Failure,2022-01-22 14:48:40,11.199999999999989
L,26.650000000000034,37.85000000000002,1672,30.4,150,0,No Failure,2022-01-22 14:48:45,11.199999999999989
L,26.650000000000034,37.85000000000002,1487,41.4,152,0,No Failure,2022-01-22 14:48:50,11.199999999999989
L,26.650000000000034,37.85000000000002,1423,42.1,154,0,No Failure,2022-01-22 14:48:55,11.199999999999989
L,26.75,37.950000000000045,1750,25.0,156,0,No Failure,2022-01-22 14:49:00,11.200000000000045
L,26.75,38.05000000000001,1654,31.1,158,0,No Failure,2022-01-22 14:49:05,11.300000000000011
L,26.75,38.05000000000001,1498,50.2,160,0,No Failure,2022-01-22 14:49:10,11.300000000000011
L,26.75,37.950000000000045,1587,30.2,162,0,No Failure,2022-01-22 14:49:15,11.200000000000045
L,26.75,37.950000000000045,1473,42.6,164,0,No Failure,2022-01-22 14:49:20,11.200000000000045
L,26.75,38.05000000000001,1359,56.9,166,0,No Failure,2022-01-22 14:49:25,11.300000000000011
M,26.850000000000023,38.150000000000034,1635,34.5,168,0,No Failure,2022-01-22 14:49:30,11.300000000000011
L,26.850000000000023,38.150000000000034,1520,45.0,171,0,No Failure,2022-01-22 14:49:35,11.300000000000011
L,26.850000000000023,38.150000000000034,1507,36.7,173,0,No Failure,2022-01-22 14:49:40,11.300000000000011
L,26.850000000000023,38.150000000000034,1428,46.3,175,0,No Failure,2022-01-22 14:49:45,11.300000000000011
M,26.850000000000023,38.150000000000034,1582,33.3,177,0,No Failure,2022-01-22 14:49:50,11.300000000000011
L,26.850000000000023,38.150000000000034,1929,24.4,180,0,No Failure,2022-01-22 14:49:55,11.300000000000011
M,26.850000000000023,38.150000000000034,1540,38.1,182,0,No Failure,2022-01-22 14:50:00,11.300000000000011
L,26.75,38.05000000000001,1362,53.0,185,0,No Failure,2022-01-22 14:50:05,11.300000000000011
H,26.75,37.950000000000045,1452,49.9,187,0,No Failure,2022-01-22 14:50:10,11.200000000000045
L,26.75,37.950000000000045,1361,51.7,192,0,No Failure,2022-01-22 14:50:15,11.200000000000045
M,26.650000000000034,37.950000000000045,1243,74.5,194,1,Power Failure,2022-01-22 14:50:20,11.300000000000011
H,26.650000000000034,37.950000000000045,1567,36.8,197,0,No Failure,2022-01-22 14:50:25,11.300000000000011
L,26.75,38.05000000000001,1411,46.5,202,0,No Failure,2022-01-22 14:50:30,11.300000000000011
L,26.650000000000034,38.05000000000001,1814,26.8,204,0,No Failure,2022-01-22 14:50:35,11.399999999999977
M,26.650000000000034,37.950000000000045,1719,28.8,206,0,No Failure,2022-01-22 14:50:40,11.300000000000011
H,26.650000000000034,38.05000000000001,1663,30.4,209,0,No Failure,2022-01-22 14:50:45,11.399999999999977
L,26.75,38.05000000000001,1696,30.2,214,0,No Failure,2022-01-22 14:50:50,11.300000000000011
H,26.75,38.05000000000001,1771,26.8,216,0,No Failure,2022-01-22 14:50:55,11.300000000000011
L,26.850000000000023,38.150000000000034,1868,24.0,221,0,No Failure,2022-01-22 14:51:00,11.300000000000011
M,26.850000000000023,38.150000000000034,1558,35.4,223,0,No Failure,2022-01-22 14:51:05,11.300000000000011
L,26.850000000000023,38.25,1365,49.1,226,1,Overstrain Failure,2022-01-22 14:51:10,11.399999999999977
